   ;PAY;CNT;PAY_DATE
2262;11719,7401;9176;11.03.2018
2263;39091,00836;31046;12.03.2018
2264;30799,34253;24562;13.03.2018
2265;32618,42535;27010;14.03.2018
2266;37973,4208;34482;15.03.2018
2267;39918,24258;38077;16.03.2018
2268;35631,7818;37186;17.03.2018
2269;17830,30379;17238;18.03.2018
2270;78888,1552;91141;19.03.2018
2271;111657,3238;137068;20.03.2018
2272;121474,2414;151030;21.03.2018
2273;122319,9712;153304;22.03.2018
2274;125912,7283;158656;23.03.2018
2275;103648,1456;130849;24.03.2018
2276;40777,60499;44917;25.03.2018
2277;112927,9626;133249;26.03.2018
2278;86561,52854;99844;27.03.2018
2279;75648,93408;85964;28.03.2018
2280;69109,91522;76110;29.03.2018
2281;74533,82975;80238;30.03.2018
2282;59524,79793;63971;31.03.2018
2283;18453,02165;15550;01.04.2018
2284;45122,99253;39373;02.04.2018
2285;37100,53045;31279;03.04.2018
2286;34613,70613;28264;04.04.2018
2287;33910,49638;28482;05.04.2018
2288;32543,48533;26148;06.04.2018
2289;23903,14039;20081;07.04.2018
2290;12728,24893;10440;08.04.2018
2291;38444,49218;30831;09.04.2018
2292;39742,0272;32728;10.04.2018
2293;35949,65789;28752;11.04.2018
2294;34669,89245;29650;12.04.2018
2295;37721,62219;35227;13.04.2018
2296;30550,90838;30606;14.04.2018
2297;16383,82529;15834;15.04.2018
2298;65651,71328;71436;16.04.2018
2299;71715,23954;84358;17.04.2018
2300;88321,66818;111026;18.04.2018
2301;99733,18803;127533;19.04.2018
2302;109959,8386;141579;20.04.2018
2303;78349,84485;99253;21.04.2018
2304;33593,09166;38741;22.04.2018
2305;121647,492;154677;23.04.2018
2306;110214,3926;135139;24.04.2018
2307;101657,6928;117704;25.04.2018
2308;92773,48351;99719;26.04.2018
2309;91528,19907;97921;27.04.2018
2310;92171,32786;98320;28.04.2018
2311;27114,00882;28251;29.04.2018
2312;40567,03297;42702;30.04.2018
2313;13317,73179;12590;01.05.2018
2314;16457,59107;18577;02.05.2018
2315;56471,72544;59219;03.05.2018
2316;41893,8294;40180;04.05.2018
2317;27804,33438;28782;05.05.2018
2318;11901,64156;10676;06.05.2018
2319;39143,05538;32086;07.05.2018
2320;40556,93324;33485;08.05.2018
2321;10276,36294;8753;09.05.2018
2322;38616,12029;32455;10.05.2018
2323;32847,2558;26157;11.05.2018
2324;19199,50939;17307;12.05.2018
2325;10172,08295;10909;13.05.2018
2326;35446,24472;36527;14.05.2018
2327;44784,13489;50829;15.05.2018
2328;50680,29429;58413;16.05.2018
2329;57333,71884;71358;17.05.2018
2330;69487,04862;95059;18.05.2018
2331;62244,49474;89944;19.05.2018
2332;31581,02278;49394;20.05.2018
2333;118184,8523;171848;21.05.2018
2334;114344,0916;163598;22.05.2018
2335;118826,2609;158077;23.05.2018
2336;108126,5969;142375;24.05.2018
2337;96387,93153;118631;25.05.2018
2338;54503,47189;67712;26.05.2018
2339;22357,72906;24827;27.05.2018
2340;88430,6014;105860;28.05.2018
2341;75857,75861;88848;29.05.2018
2342;75783,89906;84410;30.05.2018
2343;80499,17508;81144;31.05.2018
2344;43477,7239;37946;01.06.2018
2345;25619,18404;24201;02.06.2018
2346;13453,7872;12900;03.06.2018
2347;39181,13708;34722;04.06.2018
2348;37574,15232;32344;05.06.2018
2349;33794,9584;29474;06.06.2018
2350;31467,41012;26026;07.06.2018
2351;34739,90203;29323;08.06.2018
2352;37319,86484;33203;09.06.2018
2353;14981,92698;13979;10.06.2018
2354;14192,94692;13049;11.06.2018
2355;10688,26881;9627;12.06.2018
2356;40585,54812;35987;13.06.2018
2357;38059,09474;37252;14.06.2018
2358;44527,621;48911;15.06.2018
2359;31924,31918;37662;16.06.2018
2360;15347,83644;16796;17.06.2018
2361;70925,78913;94639;18.06.2018
2362;81235,05421;112129;19.06.2018
2363;105385,8988;148521;20.06.2018
2364;103293,1351;147586;21.06.2018
2365;98614,47394;142209;22.06.2018
2366;71545,0504;104696;23.06.2018
2367;27744,46616;35017;24.06.2018
2368;106442,7345;151102;25.06.2018
2369;83356,58133;109341;26.06.2018
2370;73253,56634;91794;27.06.2018
2371;72235,09887;86605;28.06.2018
2372;80151,07127;92810;29.06.2018
2373;62478,6565;74234;30.06.2018
2374;18347,92922;17483;01.07.2018
2375;46658,55482;45053;02.07.2018
2376;41064,60911;40474;03.07.2018
2377;35316,65413;32833;04.07.2018
2378;34295,74016;31731;05.07.2018
2379;31746,24359;28888;06.07.2018
2380;23048,17227;21951;07.07.2018
2381;10690,33859;10232;08.07.2018
2382;36828,00235;34029;09.07.2018
2383;37108,05443;33888;10.07.2018
2384;32298,36689;28010;11.07.2018
2385;29909,66773;28763;12.07.2018
2386;31611,30647;34192;13.07.2018
2387;22660,89043;26884;14.07.2018
2388;13025,779;14341;15.07.2018
2389;49874,92592;65726;16.07.2018
2390;55713,38698;78722;17.07.2018
2391;63257,97166;92640;18.07.2018
2392;70285,43442;105527;19.07.2018
2393;81407,46841;121511;20.07.2018
2394;52985,60204;79585;21.07.2018
2395;22984,31217;30366;22.07.2018
2396;97825,2943;151799;23.07.2018
2397;94194,70341;142758;24.07.2018
2398;84313,36908;122235;25.07.2018
2399;67980,17773;94835;26.07.2018
2400;62364,39159;84794;27.07.2018
2401;41311,99456;58157;28.07.2018
2402;17122,98526;21571;29.07.2018
2403;77628,45509;104726;30.07.2018
2404;71954,00182;91031;31.07.2018
2405;39515,35915;41643;01.08.2018
2406;32287,77139;32839;02.08.2018
2407;29229,56543;29554;03.08.2018
2408;20102,17729;21868;04.08.2018
2409;13580,89924;14631;05.08.2018
2410;34322,53011;34343;06.08.2018
2411;29601,87197;28249;07.08.2018
2412;28412,58969;25722;08.08.2018
2413;26445,36308;25246;09.08.2018
2414;26994,47168;27193;10.08.2018
2415;18833,63025;18693;11.08.2018
2416;10552,75945;10247;12.08.2018
2417;32365,07379;31762;13.08.2018
2418;39627,8543;39219;14.08.2018
2419;41535,856;44210;15.08.2018
2420;42159,45996;49606;16.08.2018
2421;48533,58978;61391;17.08.2018
2422;38974,52987;56690;18.08.2018
2423;19678,44574;24356;19.08.2018
2424;89396,12093;135827;20.08.2018
2425;89481,18021;138396;21.08.2018
2426;92066,92825;144810;22.08.2018
2427;86771,88081;133741;23.08.2018
2428;86752,57858;132721;24.08.2018
2429;60648,50015;91823;25.08.2018
2430;24356,91227;30017;26.08.2018
2431;87744,97254;122352;27.08.2018
2432;76620,81708;101016;28.08.2018
2433;65445,32013;83562;29.08.2018
2434;73365,72518;91985;30.08.2018
2435;74601,3948;87638;31.08.2018
2436;28066,70456;30059;01.09.2018
2437;14333,84536;14308;02.09.2018
2438;42742,32497;44070;03.09.2018
2439;36742,29427;36062;04.09.2018
2440;40269,49007;39519;05.09.2018
2441;33467,08462;31187;06.09.2018
2442;28072,26549;26226;07.09.2018
2443;19146,80937;18644;08.09.2018
2444;10146,24806;10112;09.09.2018
2445;37051,01786;34323;10.09.2018
2446;33284,90041;28595;11.09.2018
2447;31768,69869;27520;12.09.2018
2448;31344,45622;31375;13.09.2018
2449;41468,33538;44479;14.09.2018
2450;36098,07275;45656;15.09.2018
2451;18403,7785;20505;16.09.2018
2452;62442,44418;85081;17.09.2018
2453;77908,66719;110474;18.09.2018
2454;83613,86502;122001;19.09.2018
2455;102857,1548;148673;20.09.2018
2456;95708,9506;139469;21.09.2018
2457;65607,17176;98189;22.09.2018
2458;30945,36933;39207;23.09.2018
2459;114849,19;168481;24.09.2018
2460;100628,5733;136860;25.09.2018
2461;69419,3665;87879;26.09.2018
2462;71998,983;93821;27.09.2018
2463;79336,48915;100921;28.09.2018
2464;63247,27695;81327;29.09.2018
2465;36506,68482;41023;30.09.2018
2466;55188,23793;57818;01.10.2018
2467;39439,29789;39217;02.10.2018
2468;37833,77181;36346;03.10.2018
2469;32691,83917;30085;04.10.2018
2470;32151,24593;29494;05.10.2018
2471;23328,00782;23014;06.10.2018
2472;11452,96899;10450;07.10.2018
2473;34277,23217;30322;08.10.2018
2474;35948,43859;32340;09.10.2018
2475;37296,44649;33024;10.10.2018
2476;31864,03121;27224;11.10.2018
2477;32403,2641;31152;12.10.2018
2478;29260,79534;33731;13.10.2018
2479;17803,81016;19803;14.10.2018
2480;67460,89269;90971;15.10.2018
2481;78804,14465;113249;16.10.2018
2482;87616,09083;126044;17.10.2018
2483;86895,97598;124858;18.10.2018
2484;88287,03037;129735;19.10.2018
2485;75336,71955;111351;20.10.2018
2486;29640,87485;36916;21.10.2018
2487;96290,37413;137292;22.10.2018
2488;94079,36852;132658;23.10.2018
2489;92886,63992;125899;24.10.2018
2490;79257,57408;102388;25.10.2018
2491;62903,25437;76120;26.10.2018
2492;49039,53165;60636;27.10.2018
2493;23964,33796;26683;28.10.2018
2494;74770,37808;87809;29.10.2018
2495;74313,07401;83876;30.10.2018
2496;74157,08846;77127;31.10.2018
2497;36324,71321;32892;01.11.2018
2498;30257,95636;27178;02.11.2018
2499;23810,35301;23265;03.11.2018
2500;11296,37424;11428;04.11.2018
2501;16009,78234;15776;05.11.2018
2502;43152,23303;36994;06.11.2018
2503;36495,03982;30558;07.11.2018
2504;30994,23956;26171;08.11.2018
2505;33291,68884;28639;09.11.2018
2506;27688,55555;26252;10.11.2018
2507;15790,57562;14433;11.11.2018
2508;47052,31989;45594;12.11.2018
2509;46501,23661;48197;13.11.2018
2510;69863,90235;84005;14.11.2018
2511;84997,39087;110805;15.11.2018
2512;88278,95329;124636;16.11.2018
2513;70821,70705;102672;17.11.2018
2514;30166,01447;35068;18.11.2018
2515;107102,8975;148478;19.11.2018
2516;107168,0727;140460;20.11.2018
2517;96077,7277;130013;21.11.2018
2518;88812,26641;116103;22.11.2018
2519;89047,97499;115469;23.11.2018
2520;75245,28803;98409;24.11.2018
2521;35083,06693;39615;25.11.2018
2522;81129,97685;97359;26.11.2018
2523;69230,94455;80160;27.11.2018
2524;66323,80013;74097;28.11.2018
2525;72675,73813;78065;29.11.2018
2526;83950,32179;90436;30.11.2018
2527;33453,52912;33141;01.12.2018
2528;16881,43809;15213;02.12.2018
2529;43261,77417;38587;03.12.2018
2530;35130,31249;29552;04.12.2018
2531;35662,10174;30746;05.12.2018
2532;32244,3076;26799;06.12.2018
2533;35058,29624;27610;07.12.2018
2534;28199,94226;23632;08.12.2018
2535;15750,39014;13408;09.12.2018
2536;45992,40574;37789;10.12.2018
2537;39279,92975;32526;11.12.2018
2538;46365,18027;44204;12.12.2018
2539;63468,09586;68699;13.12.2018
2540;81786,83005;101063;14.12.2018
2541;75456,86225;98222;15.12.2018
2542;41649,22301;48760;16.12.2018
2543;110400,7881;142092;17.12.2018
2544;104557,0916;136298;18.12.2018
2545;101625,9695;132756;19.12.2018
2546;107168,4631;135326;20.12.2018
2547;100913,6142;125842;21.12.2018
2548;82384,91929;107110;22.12.2018
2549;49209,11918;58159;23.12.2018
2550;120261,2751;144637;24.12.2018
2551;101274,9582;114161;25.12.2018
2552;86962,32413;93881;26.12.2018
2553;80333,70433;83803;27.12.2018
2554;85313,12148;83612;28.12.2018
2555;83847,35042;81002;29.12.2018
2556;50031,16783;49393;30.12.2018
2557;21395,23794;18613;31.12.2018
2558;4992,769208;4475;01.01.2019
2559;7078,990994;6509;02.01.2019
2560;9743,300117;9591;03.01.2019
2561;10931,12186;10455;04.01.2019
2562;12245,37849;12373;05.01.2019
2563;9783,04922;9959;06.01.2019
2564;7316,858052;6301;07.01.2019
2565;10658,2561;9218;08.01.2019
2566;46160,40205;40537;09.01.2019
2567;47773,00701;41354;10.01.2019
2568;36755,30106;32083;11.01.2019
2569;29711,74174;28927;12.01.2019
2570;16130,35595;14708;13.01.2019
2571;59806,11716;64034;14.01.2019
2572;80624,70906;92772;15.01.2019
2573;90778,09439;114089;16.01.2019
2574;88485,66081;113915;17.01.2019
2575;103054,6653;132868;18.01.2019
2576;81027,91902;108979;19.01.2019
2577;42131,76573;48088;20.01.2019
2578;113751,0688;147260;21.01.2019
2579;106422,0814;135489;22.01.2019
2580;101279,7836;126499;23.01.2019
2581;97414,32959;118381;24.01.2019
2582;86785,06851;103453;25.01.2019
2583;59639,04875;73227;26.01.2019
2584;26426,14024;27876;27.01.2019
2585;79719,92112;86789;28.01.2019
2586;76727,0971;81307;29.01.2019
2587;75706,79467;80042;30.01.2019
2588;77915,0048;76295;31.01.2019
2589;40585,55346;32644;01.02.2019
2590;27094,12984;23671;02.02.2019
2591;18364,1019;15908;03.02.2019
2592;36742,34913;30239;04.02.2019
2593;46824,27296;37297;05.02.2019
2594;42016,62349;33524;06.02.2019
2595;28463,61072;21487;07.02.2019
2596;42367,36849;36375;08.02.2019
2597;30513,12962;29997;09.02.2019
2598;17233,87191;16757;10.02.2019
2599;64987,37184;59409;11.02.2019
2600;62468,48766;63664;12.02.2019
2601;72388,90758;81708;13.02.2019
2602;77115,02086;93470;14.02.2019
2603;86456,48426;108274;15.02.2019
2604;72849,05565;93939;16.02.2019
2605;31018,87599;33648;17.02.2019
2606;95968,76538;122489;18.02.2019
2607;96265,33745;121273;19.02.2019
2608;107016,5037;129491;20.02.2019
2609;103877,7011;124505;21.02.2019
2610;102714,6097;129254;22.02.2019
2611;38092,02213;40795;23.02.2019
2612;45128,28953;47743;24.02.2019
2613;134504,05;156747;25.02.2019
2614;100637,9011;110888;26.02.2019
2615;98666,5752;105977;27.02.2019
2616;118085,8021;118281;28.02.2019
2617;57224,64024;48854;01.03.2019
2618;35858,05135;33497;02.03.2019
2619;21157,66997;18785;03.03.2019
2620;44778,46298;39906;04.03.2019
2621;39151,68433;33497;05.03.2019
2622;34090,11319;27914;06.03.2019
2623;32991,23683;26791;07.03.2019
2624;17676,01513;14600;08.03.2019
2625;18988,04943;16643;09.03.2019
2626;18589,94915;16210;10.03.2019
2627;45107,92246;36831;11.03.2019
2628;47261,63967;42364;12.03.2019
2629;60454,25841;66058;13.03.2019
2630;77821,57484;95305;14.03.2019
2631;97113,67285;124324;15.03.2019
2632;77291,64254;105345;16.03.2019
2633;34599,48667;39335;17.03.2019
2634;106680,634;142520;18.03.2019
2635;101586,9532;136174;19.03.2019
2636;108738,9104;140096;20.03.2019
2637;101263,8844;128680;21.03.2019
2638;97824,8928;125800;22.03.2019
2639;81312,4663;104500;23.03.2019
2640;40907,9468;45644;24.03.2019
2641;110050,8262;133070;25.03.2019
2642;71017,26143;79683;26.03.2019
2643;69357,63596;76973;27.03.2019
2644;69783,73563;73389;28.03.2019
2645;69990,4851;74834;29.03.2019
2646;55538,83856;62988;30.03.2019
2647;34138,5391;33514;31.03.2019
2648;46929,3426;41543;01.04.2019
2649;34881,62226;29616;02.04.2019
2650;32627,1378;27416;03.04.2019
2651;30451,19603;24322;04.04.2019
2652;34067,20902;29203;05.04.2019
2653;23282,52661;20811;06.04.2019
2654;13088,42958;11039;07.04.2019
2655;31228,05003;24622;08.04.2019
2656;35817,80337;28490;09.04.2019
2657;45901,78074;40755;10.04.2019
2658;52966,423;52699;11.04.2019
2659;66958,52771;81711;12.04.2019
2660;57892,0033;76343;13.04.2019
2661;29166,95795;32623;14.04.2019
2662;95507,19664;128546;15.04.2019
2663;90709,62219;120224;16.04.2019
2664;87863,87015;116781;17.04.2019
2665;80060,8856;106150;18.04.2019
2666;86001,76023;118063;19.04.2019
2667;71584,09871;98560;20.04.2019
2668;32027,24005;38756;21.04.2019
2669;103251,157;136976;22.04.2019
2670;96054,00655;125599;23.04.2019
2671;89631,65699;115855;24.04.2019
2672;83941,05487;102038;25.04.2019
2673;67763,77784;78517;26.04.2019
2674;46697,32772;56958;27.04.2019
2675;23394,36722;24907;28.04.2019
2676;85984,65164;98564;29.04.2019
2677;91550,49541;98874;30.04.2019
2678;19985,69464;17279;01.05.2019
2679;15142,14061;13471;02.05.2019
2680;19855,25076;19732;03.05.2019
2681;18871,7735;19045;04.05.2019
2682;17228,75855;16938;05.05.2019
2683;45657,48307;40870;06.05.2019
2684;45315,85402;38477;07.05.2019
2685;41377,86997;37726;08.05.2019
2686;11795,23627;10696;09.05.2019
2687;17394,18912;17214;10.05.2019
2688;16340,16155;16925;11.05.2019
2689;16354,13636;16363;12.05.2019
2690;53802,16354;56501;13.05.2019
2691;60565,10493;68106;14.05.2019
2692;81291,93235;105070;15.05.2019
2693;87779,15468;124605;16.05.2019
2694;87621,17118;128172;17.05.2019
2695;61289,41126;91900;18.05.2019
2696;27895,43655;35235;19.05.2019
2697;113753,7579;163374;20.05.2019
2698;103363,5295;142486;21.05.2019
2699;98769,20126;134391;22.05.2019
2700;93076,25564;121837;23.05.2019
2701;88579,16244;118796;24.05.2019
2702;63672,0153;83336;25.05.2019
2703;29000,76153;31958;26.05.2019
2704;77228,88732;92769;27.05.2019
2705;67911,61689;81372;28.05.2019
2706;60761,69873;68791;29.05.2019
2707;66285,2704;74364;30.05.2019
2708;67571,59013;70897;31.05.2019
2709;25730,44123;24942;01.06.2019
2710;13850,20634;12656;02.06.2019
2711;42163,25074;38425;03.06.2019
2712;34961,18562;30343;04.06.2019
2713;46438,59428;42296;05.06.2019
2714;36136,01671;32010;06.06.2019
2715;29031,9464;25048;07.06.2019
2716;16890,60856;16430;08.06.2019
2717;13334,86184;12930;09.06.2019
2718;45322,26213;45373;10.06.2019
2719;48552,91584;51275;11.06.2019
2720;22510,57778;23173;12.06.2019
2721;60819,2491;74212;13.06.2019
2722;70002,84345;91540;14.06.2019
2723;53698,96065;75475;15.06.2019
2724;26931,34596;31322;16.06.2019
2725;93445,78699;135468;17.06.2019
2726;88824,15769;128605;18.06.2019
2727;87797,84186;125217;19.06.2019
2728;97703,85479;134809;20.06.2019
2729;86612,79483;123778;21.06.2019
2730;60895,62156;89393;22.06.2019
2731;32313,03282;39638;23.06.2019
2732;104440,6498;150057;24.06.2019
2733;91080,8165;121910;25.06.2019
2734;69579,26992;87674;26.06.2019
2735;66753,47485;82852;27.06.2019
2736;75809,20212;91323;28.06.2019
2737;50772,54698;65774;29.06.2019
2738;36660,74943;39514;30.06.2019
2739;47462,43548;48643;01.07.2019
2740;36847,6287;35916;02.07.2019
2741;36880,55725;35187;03.07.2019
2742;33962,02207;32288;04.07.2019
2743;45146,82743;41929;05.07.2019
2744;24407,44315;23883;06.07.2019
2745;13706,37247;12969;07.07.2019
2746;35582,34726;32425;08.07.2019
2747;35251,05681;34510;09.07.2019
2748;50820,2779;56234;10.07.2019
2749;51113,69512;59141;11.07.2019
2750;52773,97983;66327;12.07.2019
2751;42267,78009;61302;13.07.2019
2752;21196,07991;25750;14.07.2019
2753;77627,87267;116700;15.07.2019
2754;79990,48267;119548;16.07.2019
2755;74726,67591;112909;17.07.2019
2756;67095,59334;103303;18.07.2019
2757;76675,61711;117761;19.07.2019
2758;64079,78293;101715;20.07.2019
2759;24609,14926;33303;21.07.2019
2760;86343,48579;136628;22.07.2019
2761;78519,028;119661;23.07.2019
2762;73086,81462;110244;24.07.2019
2763;70984,46031;98794;25.07.2019
2764;51945,53925;67513;26.07.2019
2765;31261,30224;42517;27.07.2019
2766;19672,15403;22831;28.07.2019
2767;66151,26756;86111;29.07.2019
2768;63341,0775;81176;30.07.2019
2769;65015,09973;76706;31.07.2019
2770;33955,68517;33475;01.08.2019
2771;27292,23157;26410;02.08.2019
2772;22146,15994;24073;03.08.2019
2773;15318,78124;16528;04.08.2019
2774;37960,12754;38688;05.08.2019
2775;30903,098;30489;06.08.2019
2776;25546,71117;24404;07.08.2019
2777;28265,9974;23925;08.08.2019
2778;37519,55312;35536;09.08.2019
2779;23492,53858;24220;10.08.2019
2780;12441,93692;12642;11.08.2019
2781;34630,01152;34751;12.08.2019
2782;42157,00238;48178;13.08.2019
2783;56572,18668;74065;14.08.2019
2784;75455,64755;107516;15.08.2019
2785;79746,13359;119672;16.08.2019
2786;55421,11682;86950;17.08.2019
2787;25921,05952;33448;18.08.2019
2788;96232,9167;147808;19.08.2019
2789;102733,8599;153994;20.08.2019
2790;91923,43815;136547;21.08.2019
2791;85569,2132;126645;22.08.2019
2792;82579,12988;120625;23.08.2019
2793;60703,93623;88497;24.08.2019
2794;29295,26697;37103;25.08.2019
2795;76977,38779;103994;26.08.2019
2796;64020,15312;82571;27.08.2019
2797;58279,46311;72080;28.08.2019
2798;54667,22654;66670;29.08.2019
2799;57228,33728;71371;30.08.2019
2800;45293,3795;54848;31.08.2019
2801;15958,36477;14935;01.09.2019
2802;35289,18969;34348;02.09.2019
2803;37647,03254;35765;03.09.2019
2804;34008,48018;32118;04.09.2019
2805;36022,29787;34001;05.09.2019
2806;30517,67949;28635;06.09.2019
2807;23022,75038;21674;07.09.2019
2808;16356,86921;15491;08.09.2019
2809;40033,62145;36616;09.09.2019
2810;39943,66548;38592;10.09.2019
2811;44176,44648;44901;11.09.2019
2812;49799,44838;56353;12.09.2019
2813;54058,90629;68652;13.09.2019
2814;47013,81763;66832;14.09.2019
2815;27018,12549;31405;15.09.2019
2816;81587,55679;116686;16.09.2019
2817;82082,29661;119173;17.09.2019
2818;81321,62377;125211;18.09.2019
2819;83291,40892;126148;19.09.2019
2820;90328,54914;133000;20.09.2019
2821;60468,5906;90736;21.09.2019
2822;32841,15199;41471;22.09.2019
2823;97167,58631;146355;23.09.2019
2824;85805,36858;124785;24.09.2019
2825;80609,83367;108354;25.09.2019
2826;61936,31829;78773;26.09.2019
2827;59549,50432;75481;27.09.2019
2828;47753,62848;61856;28.09.2019
2829;31713,02429;34798;29.09.2019
2830;95175,80958;110815;30.09.2019
2831;41371,91986;37313;01.10.2019
2832;32711,83805;29333;02.10.2019
2833;36912,56443;33698;03.10.2019
2834;32356,15933;29360;04.10.2019
2835;26348,99687;24924;05.10.2019
2836;23167,56447;21486;06.10.2019
2837;39743,67218;33379;07.10.2019
2838;34595,78196;27805;08.10.2019
2839;35426,83056;31352;09.10.2019
2840;50592,5866;48305;10.10.2019
2841;53172,6788;58134;11.10.2019
2842;42625,88736;49817;12.10.2019
2843;25194,47871;26322;13.10.2019
2844;67650,02914;85956;14.10.2019
2845;87130,18822;117826;15.10.2019
2846;84012,60306;119369;16.10.2019
2847;78279,67377;109389;17.10.2019
2848;84041,39048;123299;18.10.2019
2849;66190,71812;96598;19.10.2019
2850;41161,02581;50205;20.10.2019
2851;99780,76234;141269;21.10.2019
2852;89072,96663;123396;22.10.2019
2853;83472,38543;113726;23.10.2019
2854;75282,02504;99499;24.10.2019
2855;77472,43806;97343;25.10.2019
2856;47374,05113;57707;26.10.2019
2857;25434,64829;28436;27.10.2019
2858;72238,68259;82969;28.10.2019
2859;61670,38575;67916;29.10.2019
2860;64090,94265;72440;30.10.2019
2861;64855,10477;68283;31.10.2019
2862;32867,53978;27761;01.11.2019
2863;22064,56107;19986;02.11.2019
2864;15354,84683;14598;03.11.2019
2865;16707,97083;15548;04.11.2019
2866;45417,85832;39529;05.11.2019
2867;48324,47979;40625;06.11.2019
2868;36692,92765;28650;07.11.2019
2869;34034,37102;28754;08.11.2019
2870;27595,23846;24362;09.11.2019
2871;21351,77183;19839;10.11.2019
2872;43704,19135;37932;11.11.2019
2873;50250,59014;48418;12.11.2019
2874;54216,06401;57400;13.11.2019
2875;64615,23689;70252;14.11.2019
2876;72850,90608;89258;15.11.2019
2877;63079,803;85763;16.11.2019
2878;34967,78819;41336;17.11.2019
2879;96339,16636;137007;18.11.2019
2880;99958,99972;145443;19.11.2019
2881;116187,147;157631;20.11.2019
2882;107768,6127;143194;21.11.2019
2883;99607,23681;136207;22.11.2019
2884;78478,77725;108577;23.11.2019
2885;43069,32963;49733;24.11.2019
2886;102999,6422;129804;25.11.2019
2887;77870,93701;90231;26.11.2019
2888;67461,83923;77388;27.11.2019
2889;69469,6566;76680;28.11.2019
2890;73063,9775;78955;29.11.2019
2891;68635,32575;75001;30.11.2019
2892;25246,97732;21283;01.12.2019
2893;48320,53013;40215;02.12.2019
2894;41253,20286;32868;03.12.2019
2895;35177,38026;28000;04.12.2019
2896;47880,60897;39185;05.12.2019
2897;37460,62236;29082;06.12.2019
2898;23610,00676;20001;07.12.2019
2899;16829,02643;13932;08.12.2019
2900;40529,14711;33425;09.12.2019
2901;54803,94606;49463;10.12.2019
2902;62434,46248;60506;11.12.2019
2903;73745,66007;84252;12.12.2019
2904;89930,63449;107375;13.12.2019
2905;70037,3854;88272;14.12.2019
2906;42825,05611;47082;15.12.2019
2907;105649,3995;131185;16.12.2019
2908;97269,64824;120996;17.12.2019
2909;91484,26886;108665;18.12.2019
2910;101095,938;119136;19.12.2019
2911;115135,7706;139731;20.12.2019
2912;83441,59113;105647;21.12.2019
2913;47281,19545;52947;22.12.2019
2914;116517,0763;138424;23.12.2019
2915;108492,2532;125466;24.12.2019
2916;110099,6658;117989;25.12.2019
2917;83725,11855;84913;26.12.2019
2918;77691,33242;75284;27.12.2019
2919;64180,13663;65237;28.12.2019
2920;37485,31958;35716;29.12.2019
2921;79691,48269;74229;30.12.2019
2922;43465,63814;32724;31.12.2019
2923;7973,139052;6496;01.01.2020
2924;9855,011039;8621;02.01.2020
2925;13059,12285;12218;03.01.2020
2926;11971,04647;11376;04.01.2020
2927;15176,26891;14878;05.01.2020
2928;15922,75324;14640;06.01.2020
2929;13710,53973;12067;07.01.2020
2930;16351,43727;13591;08.01.2020
2931;48995,24109;41931;09.01.2020
2932;53821,80091;47758;10.01.2020
2933;39390,43071;39554;11.01.2020
2934;23868,25167;22753;12.01.2020
2935;59250,13275;63005;13.01.2020
2936;71023,34381;84774;14.01.2020
2937;87697,45263;109372;15.01.2020
2938;91123,88033;116824;16.01.2020
2939;99367,15616;132876;17.01.2020
2940;79126,02021;108581;18.01.2020
2941;40662,57709;45038;19.01.2020
2942;125905,5804;159949;20.01.2020
2943;111514,5413;139516;21.01.2020
2944;99420,95996;124058;22.01.2020
2945;92936,67653;113014;23.01.2020
2946;103816,1934;122465;24.01.2020
2947;78993,75043;92097;25.01.2020
2948;37098,05356;36814;26.01.2020
2949;73461,21938;81338;27.01.2020
2950;68523,73799;71506;28.01.2020
2951;60992,95439;63550;29.01.2020
2952;61815,4495;62957;30.01.2020
2953;69880,00351;65792;31.01.2020
2954;21022,51527;18858;01.02.2020
2955;31305,52999;24918;02.02.2020
2956;39223,66843;29943;03.02.2020
2957;34797,13587;26778;04.02.2020
2958;46290,73088;36292;05.02.2020
2959;40516,99906;30974;06.02.2020
2960;31493,74541;24138;07.02.2020
2961;24877,87721;21421;08.02.2020
2962;20138,04756;17453;09.02.2020
2963;58890,23246;51727;10.02.2020
2964;62021,66683;59491;11.02.2020
2965;70581,31944;77050;12.02.2020
2966;75554,00693;90612;13.02.2020
2967;83671,4338;106241;14.02.2020
2968;78543,39705;98488;15.02.2020
2969;39263,18125;40941;16.02.2020
2970;100010,8443;122616;17.02.2020
2971;95142,66137;117614;18.02.2020
2972;97824,20871;124155;19.02.2020
2973;112375,7023;138590;20.02.2020
2974;105437,457;133106;21.02.2020
2975;78513,57036;98298;22.02.2020
2976;24548,95255;24682;23.02.2020
2977;56473,69185;63230;24.02.2020
2978;128700,6901;149836;25.02.2020
2979;89901,24664;97050;26.02.2020
2980;83089,78854;88645;27.02.2020
2981;92426,53406;94550;28.02.2020
2982;79324,71337;82218;29.02.2020
2983;26838,64289;22122;01.03.2020
2984;46740,73819;37790;02.03.2020
2985;40117,87764;32905;03.03.2020
2986;39956,2168;32260;04.03.2020
2987;48202,29613;38965;05.03.2020
2988;35304,80238;28128;06.03.2020
2989;23461,14615;19168;07.03.2020
2990;9805,982101;8201;08.03.2020
2991;17618,17208;14937;09.03.2020
2992;48287,1284;38796;10.03.2020
2993;49088,92499;43335;11.03.2020
2994;61216,67026;63515;12.03.2020
2995;76061,41319;93364;13.03.2020
2996;69951,38414;92903;14.03.2020
2997;40059,96439;44230;15.03.2020
